"id","debt","mortgage","overdue"
2052,1630.62,1630.62,0
2053,347.41,0,15
2055,649.87,0,0
2056,1005.56,1005.56,0
2057,563.08,0,0
2058,367.08,0,0
2061,446.48,0,0
2062,1184.24,1184.24,0
2064,593.73,0,26
2066,775,0,0
2067,394.05,0,19
2070,2447.6,1903.83,0
2071,304.24,0,0
2072,1502.93,1502.93,18
2074,582.48,0,0
2075,1000.23,1000.23,0
2076,1829.34,1829.34,0
2081,216.17,0,0
2083,1802.7,1237.97,0
2084,709.61,0,0
2086,1411.55,859.06,21
2087,1143.82,1143.82,0
2088,873.42,0,0
2091,549.27,0,0
2092,1084.28,1084.28,0
2093,1618.66,1135.27,0
2094,1929.09,1202.85,0
2098,675.76,0,0
2101,1378.72,947.08,36
2105,411.69,0,0
2108,2518.08,1796.11,0
2109,1340.88,1340.88,0
2111,1139.8,1139.8,0
2113,1828.06,1221.15,0
2115,243.82,0,0
2117,385.38,0,0
2118,899.59,0,0
2120,2431.61,1350.11,0
2121,1964.45,1214.94,0
2122,1984.72,1332.59,0
2123,2215.56,1376.98,16
2124,1518.25,1518.25,0
2128,1061.19,1061.19,0
2129,407.18,0,0
2130,584.77,0,0
2131,328.76,0,0
2133,690.53,0,0
2136,734.09,0,0
2137,1293.78,816.62,0
2139,490.48,0,20
2140,578.85,0,0
2143,1551.63,947.6,0
2145,460.59,0,0
2147,568.76,0,0
2148,731.99,0,0
2150,1442.81,998.48,0
2154,522.85,0,21
2155,1674.06,1674.06,0
2156,493.16,0,0
2157,192.75,0,0
2159,257.96,0,0
2160,502.78,0,15
2161,1284.33,1284.33,16
2164,328.38,0,0
2165,501.09,0,0
2168,1778.99,1085.85,17
2169,401.92,0,0
2170,379.02,0,20
2171,703.06,0,0
2172,438.4,0,0
2174,561.39,0,0
2178,480.44,0,0
2180,581.81,0,0
2181,591.23,0,0
2185,229.92,0,0
2186,692.33,0,0
2187,309.44,0,53
2188,1313.51,1313.51,0
2189,1397.6,847.55,0
2190,1114.04,1114.04,0
2194,490.46,0,0
2195,1712.45,1712.45,26
2200,343.96,0,21
2203,599.43,0,22
2207,524.76,0,0
2208,691.97,0,18
2210,2492.78,1749.11,0
2211,641.5,0,0
2212,2630.14,1503.21,0
2213,862.39,0,0
2218,858.23,858.23,0
2219,1885.4,1020.46,0
2223,453.84,0,0
2224,525.96,0,0
2225,618.38,0,20
2229,469.38,0,0
2230,905.83,0,0
2231,667.51,0,0
2232,485.6,0,0
2235,861.73,0,0
2236,2052.53,1178.39,0
2239,858.5,858.5,0
2241,640.07,0,0
2242,432.05,0,0
2244,419.8,0,0
2247,462.5,0,0
2248,1552.52,1552.52,27
2249,771.54,0,0
2250,483.92,0,0
2254,520.91,0,44
2256,883.86,0,21
2257,1357.53,1357.53,0
2258,767.02,0,0
2259,378.69,0,0
2261,675.81,0,0
2265,585.43,0,0
2266,691.29,0,0
2267,1652.97,1652.97,0
2268,613.66,0,0
2269,1835.77,1115.28,0
2271,427.32,0,0
2274,365.44,0,0
2275,1336.19,905.68,0
2278,1047.25,1047.25,0
2279,1518.75,1038.9,28
2281,498.2,0,0
2282,885.52,0,34
2284,1507.88,1507.88,0
2285,1366.32,1366.32,0
2287,216.02,0,0
2288,660.76,0,0
2294,440.86,0,0
2295,1529.31,1529.31,0
2299,1767.71,1767.71,41
2300,1078.33,1078.33,0
2301,211.06,0,0
2302,455.83,0,21
2303,1408.87,1408.87,0
2305,1507.92,921.29,23
2306,896.4,896.4,16
2307,315.73,0,0
2309,176.04,0,0
2311,568.14,0,0
2314,1208.75,1208.75,0
2315,436.14,0,0
2316,716.94,716.94,19
2318,486.48,0,0
2320,1254.18,976.22,0
2322,827.82,0,0
2323,594.71,0,0
2324,1022.02,0,0
2325,1459.66,788.8,0
2326,1347.15,1347.15,17
2327,1898.28,1898.28,0
2328,685.74,0,21
2333,879.81,0,0
2334,414.93,0,0
2337,671.37,0,0
2339,448.79,0,22
2340,519.29,0,0
2343,393.64,0,33
2344,509.85,0,0
2345,357.52,0,66
2347,1055.37,0,0
2349,1948.56,1948.56,30
2350,1242.51,1242.51,0
2351,568.74,568.74,0
2353,777.51,777.51,31
2354,465.34,0,0
2355,798.44,0,0
2356,2297.93,1103.03,0
2357,842.87,0,0
2358,2025.56,1303.07,27
2360,2259.41,1406.83,18
2362,1239.23,1239.23,59
2364,502.57,0,0
2365,455.94,0,31
2366,366.35,0,16
2367,1318.72,1318.72,0
2374,414.15,0,0
2375,802.07,802.07,0
2378,579.86,0,0
2379,1926.43,1926.43,15
2380,231.64,0,0
2382,320.31,0,0
2384,1149.29,0,0
2386,2413.67,1426.99,0
2387,700.6,0,18
2390,1170.68,753.66,15
2391,604.15,604.15,0
2392,1680.45,1680.45,20
2393,842.96,0,0
2395,1521.42,1105.05,39
2397,600.32,0,0
2398,2543.55,1940.92,0
2399,646.73,0,0
2400,490.06,0,0
2401,522.01,0,0
2402,466.03,0,0
2406,373.33,0,0
2408,527.81,0,0
2409,465.4,0,0
2411,1033.9,1033.9,0
2412,316.01,0,0
2416,509.96,0,24
2417,1451.5,989.56,0
2419,1062.14,1062.14,0
2422,345.58,0,28
2423,783.9,0,0
2425,1812.53,1812.53,0
2426,1554.24,1554.24,0
2427,480.5,0,27
2428,1712.96,1150.69,0
2437,809.81,0,0
2440,448.21,0,0
2442,434.45,0,0
2444,897.91,897.91,0
2446,1671.33,1671.33,0
2449,1175.18,1175.18,0
2450,1917.28,1158.26,0
2453,449.63,0,16
2454,364.56,0,0
2455,491.46,0,0
2457,1491.43,1016.9,0
2458,676.06,676.06,0
2459,360.24,0,0
2460,836.99,0,0
2461,340.03,0,18
2462,1187.18,1187.18,0
2463,751.15,0,0
2465,1118.48,1118.48,0
2468,1195.57,874.96,0
2469,923.1,0,0
2471,986.62,986.62,0
2473,797.6,0,0
2474,537.14,0,0
2477,1185.07,1185.07,17
2478,241.53,0,0
2480,417.27,0,0
2481,756.88,0,0
2482,2315.74,1348.45,0
2483,486.03,0,0
2484,585.32,0,0
2486,485.63,0,0
2487,576.06,0,56
2489,868.53,0,16
2490,718.59,0,0
2491,627.86,627.86,19
2492,1182.7,1182.7,0
2493,729.08,0,0
2495,899.72,899.72,0
2497,510.51,0,29
2498,708.68,0,20
2500,364.65,0,17
2501,569.8,0,0
2505,1710.98,1023.85,0
2507,1994.77,1994.77,0
2509,649.07,0,0
2510,897.52,897.52,0
2511,1208.53,1208.53,0
2512,517.42,0,0
2513,793.82,0,0
2514,347.66,0,0
2515,683.44,683.44,0
2516,349.22,0,0
2519,405.53,0,19
2521,838.42,0,0
2522,1738.11,1738.11,0
2524,756.14,0,0
2525,537.24,0,16
2527,997.35,997.35,0
2528,422.66,0,0
2529,430.93,0,0
2530,1777.45,1777.45,0
2531,807.98,0,0
2533,335.03,0,0
2534,2487.3,1430.18,0
2535,1606.71,1606.71,24
2537,672.47,0,0
2539,652.15,0,0
2541,906.65,0,0
2542,639.43,0,0
2543,1326.53,842.54,0
2544,1123.57,1123.57,0
2546,448.95,0,29
2548,1148.89,1148.89,0
2549,281.53,0,0
2551,284.51,0,28
2556,811.93,0,0
2557,1619.68,995.41,0
2558,696.04,0,0
2559,679.44,0,16
2560,361.12,0,0
2561,1307,799.8,0
2565,1118.15,1118.15,0
2567,352.01,0,0
2568,414.11,0,0
2569,2023.75,1134.11,0
2571,961.04,0,0
2573,1634.95,1634.95,0
2574,1385.93,1385.93,0
2575,705.09,0,0
2576,1461.25,1461.25,0
2578,417.19,0,0
2580,431.72,0,0
2582,836.27,836.27,26
2583,641.64,0,0
2588,641.92,0,36
2589,887.33,0,0
2590,716.78,0,0
2591,1363.53,918.77,0
2593,734.32,0,0
2594,815.73,0,15
2596,500.97,0,20
2597,636.78,0,0
2599,339.94,0,0
2602,1844.48,1127.61,48
2603,1293.09,1293.09,27
2604,1091.59,0,19
2605,344.76,0,0
2608,896.99,0,0
2609,1183.36,1183.36,0
2610,552.89,0,0
2612,832.87,0,0
2615,235.95,0,0
2617,570.57,0,0
2619,411.57,0,21
2623,316.54,0,21
2624,895,895,0
2625,378.71,0,0
2626,2802.59,1989.31,17
2628,983.07,983.07,68
2629,268.27,0,0
2632,1484.05,1484.05,0
2633,1352.22,933.64,0
2635,385.79,0,0
2636,2129.01,1349.45,64
2638,564.33,0,28
2640,1137.8,1137.8,0
2641,584.01,0,0
2642,470.73,0,0
2643,569.95,0,0
2644,701.79,0,27
2645,875.65,0,0
2647,271.68,0,0
2650,390.24,0,0
2652,857.55,0,0
2653,776.21,0,0
2655,1205.28,1205.28,0
2656,237.88,0,0
2657,644,0,0
2658,3349.03,2390.47,0
2660,281.09,0,0
2661,568.01,0,0
2664,815.61,815.61,0
2666,1892.96,1164.29,0
2667,363.96,0,0
2668,280.64,0,0
2669,603.06,0,0
2670,241.37,0,0
2671,1565.84,1015.79,0
2672,473.98,0,21
2677,384.41,0,0
2678,409,0,19
2679,479.41,0,34
2683,1621.32,997.95,0
2684,1690.48,1690.48,0
2687,1042.69,0,0
2689,431.78,0,0
2690,1575.3,1276.25,33
2691,301.86,0,0
2694,1124.51,1124.51,0
2695,2115.26,1496.17,0
2700,1042.51,1042.51,20
2701,1066.58,1066.58,35
2703,533.36,0,0
2704,479.08,0,0
2707,226.38,0,0
2709,1201.36,942.11,0
2710,261.56,0,0
2711,601.36,0,0
2712,343,0,0
2714,561.69,0,0
2716,569.25,0,21
2717,1161.18,1161.18,0
2718,1550.97,971.43,0
2720,976.12,976.12,0
2723,611.57,0,0
2724,220.86,0,0
2725,871.57,0,16
2727,637.05,637.05,0
2728,1066.61,1066.61,0
2729,383.33,0,0
2730,514.17,0,22
2732,559.7,0,18
2734,1286.03,825.28,0
2735,1311.21,1311.21,34
2737,271.13,0,25
2738,1101.78,1101.78,0
2739,1502.7,1003.23,0
2741,1183.37,780.98,0
2742,284.81,0,0
2744,1544.68,890.52,0
2746,1265.13,1265.13,19
2751,2000.27,1264.81,0
2753,295.32,0,24
2755,2341.27,1229.87,0
2756,838.89,838.89,0
2761,557.85,0,0
2762,1891.07,876.96,0
2764,340.42,0,44
2766,367.16,0,15
2767,491.75,0,0
2768,473.77,0,0
2769,446.1,0,0
2770,555.69,0,0
2771,308.77,0,0
2772,535.87,0,17
2774,1535.65,1535.65,27
2775,646.39,0,0
2776,773.23,0,0
2778,637.85,0,0
2780,620.05,0,0
2782,1374.47,1070.72,25
2783,517.59,0,0
2784,521.78,0,32
2785,659.65,0,19
2786,873.31,0,0
2788,296.61,0,0
2789,491.17,0,0
2790,275.71,0,0
2791,583.51,0,0
2794,820.31,0,22
2796,1398.98,1398.98,0
2798,344.83,0,0
2799,1640.98,1640.98,0
2800,829.24,0,0
2801,390.85,0,0
2806,1538.24,1538.24,32
2807,835.32,0,0
2810,314.61,0,0
2811,789.43,0,0
2812,397.23,0,0
2813,1174.19,1174.19,0
2814,663.61,0,0
2815,667.13,0,0
2816,1276.11,1276.11,29
2818,411.43,0,0
2820,2854.52,1857.7,21
2823,635.05,0,0
2824,1019.15,1019.15,0
2826,589.86,0,0
2828,857.59,857.59,0
2829,1517.13,1517.13,0
2833,877.11,877.11,0
2835,673.38,0,17
2838,599,0,0
2839,396.62,0,0
2840,320.38,0,0
2841,1700.72,1227.45,0
2842,2196.4,1280.42,0
2843,677.64,0,0
2844,468.74,0,0
2845,2145.79,1271.33,0
2846,500.6,0,0
2847,346.21,0,0
2849,739.48,739.48,0
2855,494.02,0,0
2857,516.89,0,0
2858,627.64,0,0
2859,434.7,0,0
2860,735.16,0,0
2862,838.93,0,0
2863,385.95,0,0
2864,1029.08,1029.08,23
2865,1268.82,1268.82,0
2868,612.64,0,0
2870,1073.56,1073.56,0
2871,1040.05,1040.05,0
2873,1443.65,880.18,0
2874,465.42,0,0
2876,2409.7,1721.76,0
2878,1526.11,762.68,0
2879,544.52,0,34
2880,699.93,0,0
2882,372.67,0,21
2883,382.7,0,0
2884,1071.68,1071.68,17
2885,743.38,0,0
2886,505.41,0,0
2887,381.24,0,0
2890,482.84,0,0
2895,397.16,0,0
2898,962.44,962.44,0
2900,503.7,0,72
2901,246.74,0,18
2904,632.7,0,0
2906,763.61,763.61,0
2916,404.39,0,0
2917,284.37,0,0
2919,685.58,0,0
2920,892.56,0,0
2922,1069.37,0,0
2924,1075.87,1075.87,0
2925,365.33,0,0
2926,845.02,845.02,0
2927,1013.61,1013.61,0
2928,1447.07,926.41,25
2929,1412.21,1412.21,0
2930,611.68,0,0
2934,505.96,0,0
2936,758.1,0,32
2939,663.48,0,0
2943,531.35,0,0
2944,487.79,0,0
2946,2358.16,1644.16,0
2947,1661.39,1661.39,0
2948,727.14,0,20
2951,479.91,0,0
2952,1007.67,1007.67,32
2956,1156.24,1156.24,0
2957,1519.93,828.29,24
2961,1639.2,1639.2,0
2962,480.45,0,17
2964,746.41,746.41,0
2965,604.65,0,0
2966,387.47,0,16
2967,1332.89,1332.89,45
2969,646.64,0,0
2970,2066.89,1122.47,0
2971,507.87,0,0
2972,275.99,0,0
2973,750.58,0,58
2974,436.94,0,18
2975,303.58,0,15
2976,457.55,0,16
2977,1166.59,0,0
2981,307.95,0,0
2982,881.97,0,41
2984,710.38,710.38,21
2985,297.73,0,0
2987,997.9,0,0
2990,1150.77,732.01,0
2991,2602.96,1424.72,0
2994,634.47,0,20
2995,125.87,0,0
2996,505.32,0,0
2998,434.17,0,18
2999,1932.87,1109.6,0
3000,761.41,0,0
3001,1493.44,1023.59,0
3003,232.5,0,0
3004,698.68,0,19
3005,571.72,0,0
3007,1502.1,1174.5,0
3009,1172.9,1172.9,0
3015,555.32,0,0
3016,1157.96,1157.96,0
3017,1176.83,0,0
3019,399.36,0,17
3021,742.68,0,16
3023,510.29,0,0
3024,275.24,0,15
3027,345.57,0,0
3029,374.15,0,0
3030,297.68,0,0
3031,1316,1316,18
3032,531.44,0,0
3033,821.11,0,19
3034,476.28,0,0
3035,717.72,0,0
3036,571.28,0,0
3037,701.6,0,0
3042,899.87,899.87,0
3043,530.68,0,0
3052,374.66,0,0
3053,500.11,0,0
3055,1258.03,1258.03,0
3056,183.99,0,0
3058,756.16,756.16,0
3063,472.9,0,0
3064,1984.95,1984.95,19
3065,568.85,0,33
3069,1794.89,1794.89,0
3070,1393.41,909.54,0
3071,1479.93,989.71,0
3073,1273.82,1273.82,25
3074,2453.41,1563.07,0
3075,279.91,0,0
3076,247.1,0,17
3077,711.32,711.32,0
3078,2250.16,1643.49,24
3079,1692.42,1692.42,0
3081,1021.46,1021.46,17
3082,1144.2,1144.2,0
3083,886.19,886.19,0
3084,262.02,0,0
3086,903.21,0,0
3087,1444.03,858.26,0
3090,321.87,0,0
3091,1340.03,1340.03,0
3092,1716.33,1243.54,0
3094,720.93,0,46
3095,1598,1598,0
3098,811.11,0,0
3100,587.18,0,0
3101,357.28,0,0
3104,504.29,0,0
3105,394.19,0,0
3106,485.26,0,0
3107,1559.19,1559.19,0
3108,1616.7,1616.7,0
3114,1292.34,1292.34,0
3115,471.09,0,0
3116,907.77,907.77,0
3117,2249.96,1758.76,15
3120,613.09,0,0
3122,505.98,0,0
3123,940.37,940.37,0
3125,825.27,0,0
3129,756.41,756.41,0
3131,856.63,0,0
3132,148.67,0,0
3133,1498.39,1498.39,0
3134,413.39,0,0
3135,472.15,0,0
3136,563.1,0,0
3137,942.91,0,0
3141,565.32,0,0
3142,1347.62,940.26,0
3143,1515.01,1515.01,0
3144,1365.91,1059.18,0
3146,354.27,0,0
3147,855.72,0,0
3148,559.34,0,0
3149,1719.67,1241.45,0
3150,523.81,0,15
3151,1008.82,0,0
3152,643.37,0,0
3155,1114.62,896.13,0
3156,1291.98,1291.98,0
3157,383.63,0,0
3159,816.41,816.41,0
3161,1379.48,1379.48,0
3162,2632.1,1352.67,0
3163,964.4,964.4,0
3164,281.63,0,0
3166,1296.39,947.33,22
3167,436.23,0,0
3169,598.3,0,0
3170,934.38,0,0
3172,875.96,875.96,0
3175,1077.63,1077.63,0
3177,462.69,0,0
3178,534.86,0,0
3179,953.11,0,0
3182,2092.82,1292.2,0
3183,574,0,0
3184,331.01,0,0
3185,614.34,0,0
3188,289.28,0,0
3190,1900.21,1376.54,0
3192,1742.88,1742.88,0
3193,588.41,0,0
3197,818.21,818.21,0
3198,1223.81,1223.81,0
3200,1527.38,1005.41,0
3201,496.13,0,23
3203,821.29,821.29,0
3204,733.72,0,0
3205,802.31,0,0
3207,1234.13,773.79,30
3208,802.29,0,0
3210,216.17,0,39
3212,1221.11,950.36,25
3214,715.64,0,20
3216,493.36,0,23
3219,645.93,0,0
3220,1041.44,1041.44,0
3226,2112.12,1340.97,0
3227,473.67,0,0
3228,1417.09,1117.1,0
3231,457.02,0,0
3232,600.39,0,34
3234,837.7,837.7,19
3237,241.8,0,0
3238,714.11,0,0
3241,566.64,0,0
3245,467,0,0
3247,1275.91,958.77,18
3248,2078.42,1538.1,36
3251,496.14,0,0
3255,896.29,896.29,0
3258,377.97,0,0
3259,340.42,0,0
3261,1260.12,1260.12,0
3263,269.92,0,0
3264,731.24,0,0
3266,396.43,0,0
3269,597.96,0,30
3271,324.87,0,0
3272,680.66,0,0
3273,285.65,0,19
3274,475.19,0,0
3275,467.75,0,0
3277,1093.31,1093.31,59
3278,1098.07,1098.07,0
3280,2089.81,1334.69,22
3283,898.58,0,18
3284,490.77,0,0
3285,728.19,728.19,0
3286,1000.73,0,0
3288,1147.64,757.31,0
3291,1294.29,1294.29,0
3293,684.89,0,0
3294,360.19,0,16
3295,1003.11,1003.11,0
3297,1589.15,1055.91,0
3298,1409.49,897.43,0
3299,714.06,0,0
3309,443.07,0,0
3310,162.21,0,18
3311,398.7,0,0
3314,517.02,0,0
3315,1070.67,1070.67,0
3316,415.25,0,0
3317,1218.46,697.54,21
3320,388.94,0,31
3321,521.43,0,0
3322,422.91,0,16
3323,474.39,0,0
3324,963.78,963.78,0
3325,1655.7,1252.38,0
3326,1575.62,1575.62,21
3327,1001.63,1001.63,0
3328,378.32,0,0
3330,447.65,0,0
3331,561.34,0,0
3334,1286.14,0,0
3336,756.19,0,0
3338,2473.24,1622.87,0
3340,694.94,0,20
3342,1044.68,1044.68,0
3343,1792.16,1457.07,16
3344,551.54,0,0
3347,331.57,0,15
3348,1280.11,1280.11,0
3349,549.87,0,19
3350,1422.9,1422.9,0
3351,348.22,0,0
3352,1703.21,1125.81,0
3358,496.18,0,0
3359,563.72,0,0
3360,1447.79,1447.79,16
3361,1651.76,1651.76,0
3362,1317.65,828.6,0
3363,1266.2,1266.2,0
3368,1737.89,1737.89,0
3369,451.06,0,0
3370,787.46,0,0
3372,440.28,0,0
3373,962.33,0,0
3375,956.68,956.68,0
3376,365.11,0,16
3378,358.03,0,0
3380,428.87,0,47
3382,507.68,0,0
3383,981.73,723.01,0
3384,538.5,0,0
3385,1302,957.76,0
3386,505.64,0,0
3387,1238.9,933.59,0
3389,376.86,0,0
3390,574.55,0,0
3392,472.43,0,0
3394,318.27,0,0
3395,678.5,678.5,0
3396,2477.27,1593.88,0
3397,676.78,676.78,40
3398,2304.36,1655.05,0
3399,654.25,654.25,0
3400,821.2,821.2,0
3401,2405.16,1714.97,0
3402,928.52,928.52,19
3403,384.35,0,0
3404,1569.93,1093.19,19
3405,445.5,0,0
3406,2000.23,1223.29,0
3411,675.73,0,0
3412,1516.3,1039.78,0
3413,485.72,0,0
3415,161.77,0,0
3416,944.27,944.27,0
3417,568.91,0,0
3418,1075.05,1075.05,0
3419,258.39,0,0
3421,1947.5,1209.08,0
3423,943.93,0,0
3429,724.89,0,0
3430,618.15,618.15,16
3432,775.58,0,0
3433,468.6,0,0
3434,1339.47,1339.47,0
3436,944.13,944.13,0
3437,531.45,0,18
3439,828.34,0,0
3442,701.09,0,0
3443,1493.09,1076.18,0
3444,457.49,0,0
3445,502.13,0,0
3446,1281.25,1281.25,18
3447,444.38,0,36
3448,800.62,800.62,0
3450,563.74,0,0
3453,595.07,0,15
3454,238.45,0,0
3455,385.67,0,39
3456,393.71,0,0
3459,363.32,0,0
3461,1566.9,1566.9,0
3462,431.44,0,0
3467,322.7,0,0
3468,657.58,0,41
3471,834.05,834.05,19
3474,632.58,0,27
3475,379.68,0,18
3478,555.39,0,0
3479,1501.81,1501.81,0
3480,612.97,0,0
3481,605.55,0,0
3482,1412.38,1412.38,0
3485,188.37,0,0
3487,1719.52,1190.18,16
3488,735.96,0,43
3490,624.08,0,0
3494,552.84,0,0
3496,1158.07,0,0
3497,679.92,480.93,0
3499,1076.03,0,0
3500,566.05,0,0
3502,609.16,0,20
3504,401.82,0,17
3505,956.75,0,0
3506,1953.95,1227.91,0
3507,295.98,0,0
3508,1480.6,1480.6,17
3509,495.56,0,0
3511,752.27,752.27,0
3516,900.66,0,0
3518,569.32,0,0
3521,493.28,0,0
3522,1580,1580,0
3523,441.53,0,0
3524,421.38,0,0
3527,1105.82,687.11,23
3530,825.43,0,0
3531,311.09,0,0
3534,822.52,0,0
3537,1392.1,1392.1,0
3538,793.72,0,0
3541,1176.86,1176.86,0
3542,1597.81,1008.81,22
3544,408.18,0,0
3545,506.3,0,0
3546,482.05,0,0
3547,1082.02,1082.02,73
3548,1306.83,1306.83,0
3550,692.95,0,0
3552,1118.68,1118.68,0
3553,452.03,0,0
3554,782.06,782.06,0
3555,1855.35,1855.35,0
3556,536.62,0,0
3561,1432.21,1093.35,0
3562,1973.11,1247.71,0
3563,731.16,0,0
3565,1523.42,1032.18,25
3567,469.13,0,0
3570,373.78,0,0
3572,275.06,0,17
3579,684.65,0,19
3580,2108,1394.61,0
3583,310.34,0,23
3585,849.64,0,0
3588,1502.11,1502.11,0
3590,811.39,811.39,0
3591,879.49,879.49,0
3594,1052.09,1052.09,0
3595,1115.16,1115.16,22
3597,564.51,564.51,0
3600,1116.6,1116.6,0
3601,358.63,0,0
3602,561.54,0,0
3603,2733.61,1813.47,0
3604,1261.79,903,0
3605,460.6,0,19
3607,640.5,0,0
3608,1127.8,1127.8,0
3609,740.51,0,0
3611,1363.12,1363.12,0
3612,2212.18,1429.34,0
3613,1242.43,1242.43,0
3614,514.3,0,16
3617,1579.48,890.01,0
3622,874.78,874.78,15
3626,393.56,0,0
3629,241.23,0,18
3630,783.46,0,0
3633,511.72,0,0
3640,1992.85,1304.91,0
3641,1034.92,778.37,27
3643,382.04,0,0
3644,435.63,0,0
3645,516.75,0,0
3646,276.58,0,0
3647,481.29,0,0
3648,861.82,0,0
3649,891.9,0,16
3650,604.33,0,28
3652,614.82,0,22
3654,419.08,0,0
3656,394.18,0,0
3657,471.21,0,40
3658,726.2,0,0
3659,594.97,594.97,0
3661,2145.26,1449.99,0
3662,599.23,0,0
3663,648.4,0,27
3665,860.27,0,0
3666,1530.66,1530.66,23
3667,1216.28,1216.28,0
3668,247.9,0,0
3669,505.54,0,0
3670,1245.43,1245.43,0
3671,1894.09,1135.3,22
3673,355.67,0,0
3675,695.41,0,0
3676,589.61,0,15
3677,1442.82,1442.82,0
3679,899.95,0,0
3680,799.88,799.88,0
3681,515.25,0,22
3682,700.63,0,0
3683,733.04,733.04,0
3684,615.49,0,21
3685,1917.86,1176.69,0
3686,711.92,0,19
3690,244.07,0,0
3691,530.41,0,0
3694,439.36,0,0
3696,253.95,0,0
3697,559.88,0,18
3699,685.95,0,0
3700,490.04,0,0
3701,1479.98,1479.98,0
3702,622.12,0,16
3703,577.87,0,20
3704,510.9,0,0
3706,1324.56,1008.87,0
3709,1136.02,1136.02,0
3710,628.19,0,0
3711,1038.73,1038.73,0
3712,1521.93,1521.93,0
3713,1748.94,1157.9,0
3714,679.5,0,0
3717,779.54,0,0
3718,339.6,0,0
3719,2741.03,1800.27,16
3722,701.86,0,0
3723,1715.97,1715.97,0
3728,238.2,0,0
3730,1240.86,1240.86,0
3731,465.09,0,32
3732,1202.12,1202.12,0
3734,422.86,0,0
3735,390.86,0,0
3737,655.7,0,0
3738,567.02,0,19
3739,1045.97,1045.97,0
3740,1040.74,1040.74,0
3742,814.04,0,0
3743,1731.85,1243.74,0
3748,211.54,0,0
3749,273.88,0,20
3756,1320.56,1006.66,0
3758,1157.2,833.72,0
3759,460.04,0,0
3760,1650.99,939.58,0
3763,878.92,0,0
3769,303.57,0,0
3773,2515.33,1463.31,0
3774,1283.19,1283.19,0
3775,469.88,0,18
3776,1375.95,1375.95,32
3779,1037.01,0,0
3780,1094.22,1094.22,32
3782,819.06,0,0
3786,624.32,0,0
3787,1438.78,1227.35,0
3792,703.4,0,0
3793,766.35,0,27
3797,586.52,0,0
3798,205.07,0,0
3799,1037.88,705.47,0
3800,533.98,0,0
3801,367.24,0,0
3804,898.06,0,0
3805,665.76,0,0
3806,963.36,963.36,0
3807,537.31,0,0
3808,1129.58,1129.58,0
3809,682.4,682.4,0
3811,1756.45,1283.83,0
3813,298.48,0,0
3814,332.06,0,0
3815,620.44,0,0
3816,551.13,0,0
3817,746.07,746.07,19
3818,2021.04,1362.75,0
3819,1406.8,1406.8,0
3820,1119.29,765.92,0
3821,583.43,0,0
3822,441.19,0,0
3827,1662.87,1162.07,0
3828,329.92,0,0
3830,1620.48,1620.48,35
3832,624.33,0,20
3833,574.81,0,28
3834,861.43,0,0
3835,429.9,0,0
3836,380.78,0,0
3839,1946.88,1212.51,0
3841,330.81,0,0
3847,760.99,0,0
3848,354.32,0,0
3849,669.01,0,15
3850,495.75,0,0
3851,606.25,0,0
3853,607.1,0,0
3854,421.54,0,0
3856,2758.24,1879.14,0
3857,1799.56,1120.92,0
3858,903.12,903.12,0
3860,636.09,0,0
3862,3017.28,1766.31,30
3864,705.14,0,22
3867,757.53,0,0
3868,704.45,0,0
3870,773.69,0,26
3871,368.37,0,0
3872,705.42,0,0
3875,2472.11,1601.62,0
3876,1412.41,1412.41,0
3877,287.61,0,0
3879,1452.3,1452.3,0
3880,411.96,0,0
3881,1117.12,0,0
3882,2704.83,1693.07,0
3883,1024.85,0,0
3886,725.65,0,0
3888,429.32,0,34
3889,1373.53,1373.53,0
3894,426.64,0,0
3896,615.99,0,0
3897,527.69,0,42
3898,680.11,0,0
3899,842.99,0,0
3901,516.49,0,0
3902,381.8,0,0
3904,1339.94,1339.94,24
3905,448.57,0,0
3906,510.24,0,0
3907,486.98,0,24
3909,393.63,0,0
3910,468.36,0,0
3914,975.7,975.7,0
3915,523.02,0,32
3920,794.67,794.67,0
3921,1042.74,1042.74,0
3923,2064.84,1601.24,0
3924,313.12,0,0
3925,1192.64,1192.64,0
3926,459.94,0,0
3927,1118.09,0,26
3928,414.77,0,0
3934,1415.18,1415.18,0
3936,732.76,0,0
3937,592.37,0,0
3938,1782.7,1301.87,0
3940,744.5,0,0
3942,468.21,0,0
3943,563.5,0,34
3945,758.8,0,0
3946,803.85,803.85,0
3947,958.03,0,0
3948,781.09,0,0
3950,1232.74,1232.74,0
3951,2483.21,1752.9,0
3952,781.72,0,0
3955,810.4,0,0
3957,2302.78,1595.64,0
3958,792.49,0,0
3960,280.28,0,0
3961,540.77,0,0
3962,295.64,0,0
3964,1273.96,1042.75,0
3966,366.58,0,0
3967,744.53,744.53,0
3968,206.62,0,0
3970,1473.31,1473.31,0
3971,378.64,0,0
3972,1485.2,960.22,0
3975,523.96,0,0
3976,1036.8,1036.8,0
3977,305.53,0,0
3978,421.77,0,0
3979,579.33,0,0
3983,1246.12,1246.12,0
3985,364.31,0,17
3988,1280.85,1280.85,0
3989,1369.76,1369.76,0
3990,659.54,0,17
3991,1201.76,906.48,0
3992,846.63,0,0
3993,837.66,0,0
3998,1318.96,857.07,32
3999,461.27,0,0
4001,224.56,0,25
4002,569.67,0,20
4003,1058.42,1058.42,21
4005,223.67,0,0
4006,999.15,736.25,26
4008,1038.41,1038.41,0
4010,1209.05,1209.05,0
